Version,Filename,LOC_touched,LOC_added,MAXLOC_added,AVGLOC_added,churn,MAX_churn,AVG_churn,Change_setsize,MAXChange_setsize,AVGChange_setsize,Buggy
5,tajo-common/src/main/java/org/apache/tajo/annotation/Nullable.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/annotation/ThreadSafe.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/auth/UserRoleInfo.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/common/ProtoObject.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/common/Sleeper.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/conf/TajoConf.java,0,0,0,0,0,0,0,0,0,0,yes
5,tajo-common/src/main/java/org/apache/tajo/datum/AnyDatum.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/datum/BitDatum.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/datum/BlobDatum.java,0,0,0,0,0,0,0,0,0,0,yes
5,tajo-common/src/main/java/org/apache/tajo/datum/BooleanDatum.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/datum/CharDatum.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/datum/DateDatum.java,0,0,0,0,0,0,0,0,0,0,yes
5,tajo-common/src/main/java/org/apache/tajo/datum/Datum.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/datum/DatumFactory.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/datum/Float4Datum.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/datum/Float8Datum.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/datum/Int2Datum.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/datum/Int4Datum.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/datum/Int8Datum.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/datum/IntervalDatum.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/datum/NullDatum.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/datum/NumericDatum.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/datum/ProtobufDatum.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/datum/ProtobufDatumFactory.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/datum/TextDatum.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/datum/TimeDatum.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/datum/TimestampDatum.java,0,0,0,0,0,0,0,0,0,0,yes
5,tajo-common/src/main/java/org/apache/tajo/exception/AmbiguousColumnException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/AmbiguousFunctionException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/AmbiguousPartitionDirectoryExistException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/AmbiguousTableException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/CannotDropCurrentDatabaseException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/CatalogUpgradeRequiredException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/DataTypeMismatchException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/DefaultTajoException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/DividedByZeroException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/DuplicateColumnException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/DuplicateDatabaseException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/DuplicateFunctionException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/DuplicateIndexException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/DuplicatePartitionException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/DuplicateTableException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/DuplicateTablespaceException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/ErrorMessages.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/ErrorUtil.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/ExceptionUtil.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/InsufficientPrivilegeException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/InvalidAddressException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/InvalidDataTypeException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/InvalidInputsForCrossJoin.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/InvalidNameException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/InvalidOperationException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/InvalidSessionException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/InvalidSessionVariableException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/InvalidTablePropertyException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/InvalidURLException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/InvalidValueForCastException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/LMDNoMatchedDatatypeException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/MetadataConnectionException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/MissingTablePropertyException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/NoSuchSessionVariableException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/NotImplementedException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/QueryFailedException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/QueryKilledException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/QueryNotFoundException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/ReturnStateUtil.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/SQLExceptionUtil.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/SQLSyntaxError.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/TajoError.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/TajoException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/TajoInternalError.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/TajoRuntimeException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/TooLargeInputForCrossJoinException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/UnavailableTableLocationException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/UndefinedColumnException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/UndefinedDatabaseException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/UndefinedFunctionException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/UndefinedIndexException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/UndefinedOperatorException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/UndefinedPartitionException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/UndefinedPartitionKeyException.java,0,0,0,0,0,0,0,0,0,0,no
